THIx,THIy,KNEx,KNEy,TIBx,TIBy,knee angle
0.1859375,0.5271739130434783,0.1734375,0.6222826086956522,0.134375,0.720108695652174,2533
0.190625,0.5271739130434783,0.1796875,0.6222826086956522,0.1375,0.720108695652174,2781
0.1953125,0.5271739130434783,0.184375,0.6222826086956522,0.140625,0.717391304347826,3027
0.20625,0.5271739130434783,0.1953125,0.6222826086956522,0.15,0.7146739130434783,3268
0.2125,0.5271739130434783,0.2015625,0.6222826086956522,0.1546875,0.7146739130434783,3505
0.21875,0.5271739130434783,0.20625,0.6222826086956522,0.159375,0.7119565217391305,3735
0.225,0.5271739130434783,0.2140625,0.6222826086956522,0.165625,0.7119565217391305,3956
0.23125,0.5271739130434783,0.2203125,0.6222826086956522,0.171875,0.7092391304347826,4165
0.2453125,0.529891304347826,0.234375,0.625,0.184375,0.7092391304347826,4358
0.2515625,0.529891304347826,0.2421875,0.6277173913043478,0.1921875,0.7092391304347826,4532
0.2578125,0.532608695652174,0.25,0.6277173913043478,0.1984375,0.7119565217391305,4684
0.2640625,0.532608695652174,0.2578125,0.6277173913043478,0.20625,0.7119565217391305,4812
0.271875,0.532608695652174,0.265625,0.6304347826086957,0.2140625,0.7119565217391305,4914
0.2859375,0.529891304347826,0.2796875,0.6304347826086957,0.2296875,0.7119565217391305,4991
0.2921875,0.529891304347826,0.2875,0.6277173913043478,0.2375,0.7092391304347826,5042
0.2984375,0.529891304347826,0.2953125,0.6277173913043478,0.2453125,0.7092391304347826,5069
0.3046875,0.529891304347826,0.303125,0.625,0.253125,0.7092391304347826,5072
0.3109375,0.5271739130434783,0.309375,0.625,0.2609375,0.7065217391304348,5052
0.3234375,0.5244565217391305,0.325,0.6222826086956522,0.278125,0.7065217391304348,5010
0.3296875,0.5244565217391305,0.33125,0.6222826086956522,0.2875,0.7065217391304348,4946
0.3359375,0.5217391304347826,0.3390625,0.6195652173913043,0.2953125,0.7065217391304348,4862
0.3421875,0.5190217391304348,0.3453125,0.6168478260869565,0.303125,0.7065217391304348,4759
0.346875,0.5190217391304348,0.353125,0.6168478260869565,0.3109375,0.7065217391304348,4637
0.3578125,0.5163043478260869,0.365625,0.6114130434782609,0.3265625,0.7065217391304348,4498
0.3640625,0.5135869565217391,0.371875,0.6114130434782609,0.334375,0.7065217391304348,4342
0.36875,0.5135869565217391,0.378125,0.6086956521739131,0.34375,0.7065217391304348,4171
0.3734375,0.5108695652173914,0.384375,0.6086956521739131,0.35,0.7092391304347826,3987
0.378125,0.5108695652173914,0.390625,0.6059782608695652,0.359375,0.7092391304347826,3791
0.3875,0.5081521739130435,0.4015625,0.6032608695652174,0.375,0.7119565217391305,3586
0.3921875,0.5081521739130435,0.40625,0.6032608695652174,0.38125,0.7119565217391305,3372
0.396875,0.5054347826086957,0.4125,0.6032608695652174,0.3890625,0.7146739130434783,3152
0.4015625,0.5054347826086957,0.415625,0.6032608695652174,0.396875,0.7146739130434783,2927
0.4046875,0.5054347826086957,0.421875,0.6005434782608695,0.403125,0.7146739130434783,2700
0.4140625,0.5054347826086957,0.4296875,0.6005434782608695,0.41875,0.717391304347826,2470
0.4171875,0.5081521739130435,0.434375,0.6005434782608695,0.425,0.717391304347826,2241
0.4203125,0.5054347826086957,0.4390625,0.6005434782608695,0.43125,0.720108695652174,2013
0.4234375,0.5081521739130435,0.4421875,0.6005434782608695,0.4390625,0.720108695652174,1789
0.428125,0.5081521739130435,0.4453125,0.6032608695652174,0.4453125,0.720108695652174,1573
0.434375,0.5135869565217391,0.453125,0.6032608695652174,0.4578125,0.7228260869565217,1367
0.4375,0.5135869565217391,0.45625,0.6032608695652174,0.4625,0.720108695652174,1176
0.440625,0.5163043478260869,0.4609375,0.6059782608695652,0.46875,0.7228260869565217,1004
0.44375,0.5163043478260869,0.4640625,0.6059782608695652,0.4734375,0.7228260869565217,853
0.446875,0.5190217391304348,0.4671875,0.6059782608695652,0.478125,0.7228260869565217,728
0.453125,0.5217391304347826,0.4734375,0.6086956521739131,0.4875,0.7228260869565217,631
0.4578125,0.5217391304347826,0.4765625,0.6086956521739131,0.4921875,0.7228260869565217,562
0.4609375,0.5244565217391305,0.4796875,0.6086956521739131,0.496875,0.7228260869565217,521
0.4640625,0.5271739130434783,0.484375,0.6114130434782609,0.5015625,0.7228260869565217,507
0.4671875,0.5271739130434783,0.4859375,0.6114130434782609,0.5046875,0.7228260869565217,517
0.4765625,0.5271739130434783,0.49375,0.6114130434782609,0.5125,0.7255434782608695,547
0.4796875,0.5271739130434783,0.4984375,0.6141304347826086,0.5171875,0.7255434782608695,594
0.484375,0.529891304347826,0.503125,0.6141304347826086,0.5203125,0.7282608695652174,655
0.4890625,0.529891304347826,0.5078125,0.6141304347826086,0.5234375,0.7282608695652174,726
0.49375,0.529891304347826,0.5109375,0.6168478260869565,0.528125,0.7282608695652174,805
0.503125,0.529891304347826,0.5203125,0.6168478260869565,0.534375,0.7309782608695652,891
0.509375,0.529891304347826,0.525,0.6195652173913043,0.5375,0.7336956521739131,984
0.5140625,0.529891304347826,0.528125,0.6195652173913043,0.5390625,0.7336956521739131,1084
0.51875,0.529891304347826,0.53125,0.6195652173913043,0.5421875,0.7364130434782609,1190
0.5234375,0.532608695652174,0.5359375,0.6195652173913043,0.5453125,0.7364130434782609,1301
0.53125,0.532608695652174,0.5421875,0.6222826086956522,0.55,0.7364130434782609,1415
0.534375,0.532608695652174,0.546875,0.6195652173913043,0.5546875,0.7364130434782609,1527
0.5375,0.532608695652174,0.55,0.6195652173913043,0.559375,0.7336956521739131,1631
0.5421875,0.529891304347826,0.5546875,0.6195652173913043,0.5640625,0.7336956521739131,1725
0.546875,0.529891304347826,0.559375,0.6195652173913043,0.56875,0.7336956521739131,1804
0.5546875,0.529891304347826,0.5671875,0.6195652173913043,0.575,0.7364130434782609,1865
0.5578125,0.529891304347826,0.571875,0.6195652173913043,0.5765625,0.7364130434782609,1908
0.5625,0.529891304347826,0.575,0.6195652173913043,0.578125,0.7364130434782609,1934
0.565625,0.529891304347826,0.578125,0.6195652173913043,0.5796875,0.7364130434782609,1944
0.56875,0.529891304347826,0.5796875,0.6195652173913043,0.58125,0.7364130434782609,1942
0.5734375,0.529891304347826,0.5828125,0.6195652173913043,0.58125,0.7364130434782609,1930
0.575,0.529891304347826,0.584375,0.6195652173913043,0.5828125,0.7364130434782609,1911
0.578125,0.529891304347826,0.5859375,0.6195652173913043,0.584375,0.7364130434782609,1889
0.5796875,0.529891304347826,0.5875,0.6195652173913043,0.584375,0.7364130434782609,1866
0.58125,0.529891304347826,0.5890625,0.6195652173913043,0.5859375,0.7364130434782609,1844
0.584375,0.529891304347826,0.590625,0.6195652173913043,0.5859375,0.7364130434782609,1825
0.584375,0.529891304347826,0.590625,0.6195652173913043,0.5875,0.7364130434782609,1807
0.5890625,0.529891304347826,0.59375,0.6195652173913043,0.5890625,0.7364130434782609,1792
0.5921875,0.529891304347826,0.5953125,0.6195652173913043,0.5890625,0.7364130434782609,1779
0.59375,0.529891304347826,0.596875,0.6195652173913043,0.590625,0.7364130434782609,1766
0.596875,0.529891304347826,0.5984375,0.6195652173913043,0.5921875,0.7391304347826086,1754
0.5984375,0.529891304347826,0.6,0.6222826086956522,0.59375,0.7391304347826086,1740
0.603125,0.529891304347826,0.603125,0.6222826086956522,0.5953125,0.7364130434782609,1724
0.6046875,0.529891304347826,0.6046875,0.6222826086956522,0.596875,0.7391304347826086,1705
0.60625,0.529891304347826,0.60625,0.6222826086956522,0.5984375,0.7391304347826086,1682
0.609375,0.529891304347826,0.6078125,0.6222826086956522,0.5984375,0.7364130434782609,1657
0.6109375,0.529891304347826,0.609375,0.6222826086956522,0.6,0.7391304347826086,1628
0.615625,0.529891304347826,0.6125,0.6222826086956522,0.6,0.7364130434782609,1598
0.6171875,0.529891304347826,0.6140625,0.6222826086956522,0.6015625,0.7391304347826086,1566
0.61875,0.529891304347826,0.6140625,0.6222826086956522,0.6015625,0.7391304347826086,1535
0.6203125,0.529891304347826,0.615625,0.6222826086956522,0.6015625,0.7364130434782609,1505
0.621875,0.529891304347826,0.615625,0.6222826086956522,0.603125,0.7391304347826086,1476
0.6265625,0.529891304347826,0.61875,0.6222826086956522,0.603125,0.7364130434782609,1451
0.628125,0.529891304347826,0.61875,0.6222826086956522,0.603125,0.7364130434782609,1428
0.6296875,0.529891304347826,0.6203125,0.6222826086956522,0.6046875,0.7364130434782609,1408
0.63125,0.529891304347826,0.621875,0.625,0.6046875,0.7364130434782609,1391
0.6328125,0.529891304347826,0.6234375,0.625,0.60625,0.7364130434782609,1377
0.6375,0.529891304347826,0.6265625,0.625,0.6078125,0.7364130434782609,1365
0.6390625,0.532608695652174,0.6265625,0.625,0.6078125,0.7364130434782609,1355
0.640625,0.532608695652174,0.628125,0.625,0.609375,0.7364130434782609,1347
0.6421875,0.532608695652174,0.6296875,0.625,0.6109375,0.7364130434782609,1342
0.6453125,0.532608695652174,0.63125,0.625,0.6109375,0.7364130434782609,1338
0.6484375,0.532608695652174,0.634375,0.625,0.6125,0.7364130434782609,1337
0.6515625,0.5353260869565217,0.6359375,0.625,0.6140625,0.7364130434782609,1338
0.653125,0.5353260869565217,0.6375,0.625,0.6140625,0.7364130434782609,1343
0.6546875,0.5353260869565217,0.6390625,0.625,0.615625,0.7364130434782609,1351
0.6578125,0.5353260869565217,0.6390625,0.625,0.615625,0.7364130434782609,1362
0.6609375,0.5353260869565217,0.64375,0.6277173913043478,0.6171875,0.7336956521739131,1377
0.6640625,0.5353260869565217,0.6453125,0.6277173913043478,0.61875,0.7364130434782609,1395
0.665625,0.5353260869565217,0.646875,0.6277173913043478,0.6203125,0.7364130434782609,1417
0.6671875,0.5353260869565217,0.6484375,0.6277173913043478,0.6203125,0.7336956521739131,1441
0.6703125,0.5353260869565217,0.65,0.6277173913043478,0.621875,0.7336956521739131,1468
0.675,0.5353260869565217,0.653125,0.625,0.625,0.7336956521739131,1498
0.6765625,0.5353260869565217,0.65625,0.6277173913043478,0.6265625,0.7336956521739131,1532
0.6796875,0.5353260869565217,0.6578125,0.6277173913043478,0.6265625,0.7309782608695652,1571
0.68125,0.5353260869565217,0.6609375,0.6277173913043478,0.6296875,0.7309782608695652,1617
0.684375,0.5353260869565217,0.6625,0.625,0.63125,0.7309782608695652,1671
0.690625,0.5353260869565217,0.6671875,0.625,0.634375,0.7282608695652174,1734
0.69375,0.5353260869565217,0.6703125,0.625,0.6359375,0.7282608695652174,1808
0.696875,0.5353260869565217,0.6734375,0.625,0.6375,0.7282608695652174,1895
0.7,0.5353260869565217,0.675,0.625,0.6390625,0.7255434782608695,1995
0.703125,0.5353260869565217,0.6796875,0.625,0.6421875,0.7255434782608695,2109
0.7109375,0.5353260869565217,0.6859375,0.625,0.6453125,0.7228260869565217,2237
0.7140625,0.5353260869565217,0.6890625,0.625,0.6484375,0.720108695652174,2379
0.71875,0.5353260869565217,0.69375,0.625,0.6515625,0.720108695652174,2535
0.7234375,0.532608695652174,0.696875,0.6222826086956522,0.6546875,0.717391304347826,2702
0.7265625,0.532608695652174,0.703125,0.6222826086956522,0.659375,0.717391304347826,2879
0.7375,0.532608695652174,0.7125,0.6222826086956522,0.665625,0.7146739130434783,3065
0.74375,0.532608695652174,0.71875,0.6222826086956522,0.6703125,0.7119565217391305,3256
0.7484375,0.532608695652174,0.725,0.625,0.675,0.7119565217391305,3451
0.753125,0.532608695652174,0.73125,0.625,0.6796875,0.7119565217391305,3647
0.759375,0.532608695652174,0.7375,0.625,0.684375,0.7092391304347826,3841
0.771875,0.532608695652174,0.75,0.625,0.6953125,0.7065217391304348,4030
0.7765625,0.5353260869565217,0.75625,0.625,0.7015625,0.7065217391304348,4211
0.7828125,0.5353260869565217,0.7625,0.6277173913043478,0.7078125,0.7065217391304348,4380
0.7890625,0.5353260869565217,0.76875,0.6277173913043478,0.7140625,0.7065217391304348,4535
0.7953125,0.5353260869565217,0.7765625,0.6277173913043478,0.7203125,0.7065217391304348,4671
0.80625,0.5353260869565217,0.7890625,0.6277173913043478,0.734375,0.7065217391304348,4788
0.8125,0.5353260869565217,0.7953125,0.6277173913043478,0.740625,0.7065217391304348,4883
0.8171875,0.532608695652174,0.8015625,0.6277173913043478,0.746875,0.7038043478260869,4956
0.8234375,0.532608695652174,0.8078125,0.6277173913043478,0.753125,0.7038043478260869,5005
0.8296875,0.532608695652174,0.815625,0.625,0.759375,0.7038043478260869,5031
